authority_name;right_name
ROLE_ADMIN;ROLE_RIGHT_USER_CREATE
ROLE_ADMIN;ROLE_RIGHT_USER_READ
ROLE_ADMIN;ROLE_RIGHT_USER_UPDATE
ROLE_ADMIN;ROLE_RIGHT_USER_DELETE
ROLE_ADMIN;ROLE_RIGHT_USER_LIST
ROLE_ADMIN;ROLE_RIGHT_AUTHORITY_LIST
ROLE_ADMIN;ROLE_RIGHT_AUTHORITY_UPDATE
ROLE_ADMIN;ROLE_RIGHT_AUTHORITY_CREATE
